instance_idx,has_recourse,age_group,subgroup
3277,1,overall,total
5739,1,overall,total
2370,0,overall,total
5043,0,overall,total
6853,1,overall,total
2785,1,overall,total
4443,0,overall,total
906,0,overall,total
76,0,overall,total
4259,0,overall,total
10465,0,overall,total
3316,1,overall,total
5148,0,overall,total
2428,0,overall,total
217,1,overall,total
8843,1,overall,total
986,0,overall,total
7798,0,overall,total
4481,0,overall,total
5554,1,overall,total
11072,1,overall,total
13116,0,overall,total
8576,0,overall,total
7589,0,overall,total
10914,1,overall,total
12603,0,overall,total
4042,0,overall,total
713,1,overall,total
2803,0,overall,total
1113,1,overall,total
1716,0,overall,total
12857,1,overall,total
54,0,overall,total
13240,1,overall,total
14000,1,overall,total
13090,1,overall,total
5933,1,overall,total
10900,0,overall,total
13784,0,overall,total
2320,1,overall,total
13462,1,overall,total
5305,1,overall,total
9109,0,overall,total
1129,0,overall,total
5053,0,overall,total
7488,1,overall,total
9269,1,overall,total
8949,1,overall,total
8683,0,overall,total
7828,0,overall,total
5664,0,overall,total
5020,0,overall,total
13793,1,overall,total
5334,0,overall,total
10153,0,overall,total
4964,0,overall,total
10892,0,overall,total
2831,0,overall,total
5210,0,overall,total
12273,1,overall,total
10047,1,overall,total
5966,1,overall,total
9535,0,overall,total
13837,1,overall,total
2590,0,overall,total
3136,1,overall,total
8139,1,overall,total
2036,1,overall,total
3726,0,overall,total
2509,1,overall,total
9527,0,overall,total
604,1,overall,total
444,0,overall,total
2302,0,overall,total
4250,1,overall,total
3998,0,overall,total
4409,1,overall,total
12709,0,overall,total
177,1,overall,total
11903,0,overall,total
4382,1,overall,total
7389,0,overall,total
7689,1,overall,total
2498,0,overall,total
7508,1,overall,total
5464,0,overall,total
352,1,overall,total
10301,0,overall,total
1942,1,overall,total
1497,0,overall,total
6619,0,overall,total
6044,0,overall,total
6436,1,overall,total
5651,0,overall,total
2416,1,overall,total
573,0,overall,total
1221,1,overall,total
5164,1,overall,total
2061,1,overall,total
4112,0,overall,total
5397,0,overall,total
9459,1,overall,total
469,1,overall,total
5660,1,overall,total
12159,1,overall,total
6655,1,overall,total
13275,1,overall,total
11514,0,overall,total
4664,0,overall,total
4091,1,overall,total
14141,0,overall,total
5880,1,overall,total
12141,0,overall,total
10670,1,overall,total
12691,1,overall,total
12098,1,overall,total
3220,0,overall,total
13934,0,overall,total
9069,0,overall,total
11317,0,overall,total
7101,1,overall,total
9382,1,overall,total
6756,0,overall,total
4695,1,overall,total
5775,1,overall,total
7833,0,overall,total
2318,0,overall,total
4009,1,overall,total
8831,0,overall,total
6434,0,overall,total
665,0,overall,total
13194,0,overall,total
6003,1,overall,total
10421,1,overall,total
13192,0,overall,total
1050,0,overall,total
9909,0,overall,total
14055,1,overall,total
6004,1,overall,total
4829,0,overall,total
12896,1,overall,total
13814,0,overall,total
11534,1,overall,total
6122,1,overall,total
10719,0,overall,total
5962,0,overall,total
11607,0,overall,total
7790,0,overall,total
12825,0,overall,total
4594,0,overall,total
10129,0,overall,total
8016,1,overall,total
13825,1,overall,total
11676,0,overall,total
6030,0,overall,total
6052,0,overall,total
977,1,overall,total
3958,1,overall,total
10096,1,overall,total
1808,0,overall,total
5556,0,overall,total
2980,1,overall,total
1415,0,overall,total
1212,0,overall,total
10643,0,overall,total
2655,0,overall,total
2309,1,overall,total
9476,1,overall,total
1363,0,overall,total
5005,0,overall,total
8043,1,overall,total
525,1,overall,total
13376,0,overall,total
12713,1,overall,total
2483,1,overall,total
189,0,overall,total
5403,0,overall,total
1559,1,overall,total
5864,1,overall,total
4513,0,overall,total
10998,1,overall,total
11265,0,overall,total
2503,0,overall,total
8457,1,overall,total
5185,0,overall,total
3511,0,overall,total
9136,1,overall,total
2879,0,overall,total
11214,0,overall,total
11031,0,overall,total
11663,1,overall,total
538,0,overall,total
12340,0,overall,total
11465,1,overall,total
6783,1,overall,total
1403,1,overall,total
3369,0,overall,total
5265,0,overall,total
522,0,overall,total
93,1,overall,total
3211,0,overall,total
3278,0,overall,total
12924,1,overall,total
2044,0,overall,total
6536,0,overall,total
8671,1,overall,total
2316,0,overall,total
9265,0,overall,total
4241,1,overall,total
3105,0,overall,total
3081,1,overall,total
1009,1,overall,total
10511,0,overall,total
1035,1,overall,total
6627,0,overall,total
4069,0,overall,total
4179,0,overall,total
9501,1,overall,total
2768,1,overall,total
1130,0,overall,total
2904,0,overall,total
13537,0,overall,total
11469,1,overall,total
5352,1,overall,total
13850,0,overall,total
11830,1,overall,total
2338,1,overall,total
12365,1,overall,total
2544,0,overall,total
10463,1,overall,total
8516,0,overall,total
9511,1,overall,total
13731,0,overall,total
3664,0,overall,total
9703,0,overall,total
14085,0,overall,total
3408,0,overall,total
353,0,overall,total
1859,0,overall,total
14191,0,overall,total
2722,0,overall,total
761,0,overall,total
6100,1,overall,total
9776,0,overall,total
8906,1,overall,total
1875,1,overall,total
2510,0,overall,total
10746,0,overall,total
3605,0,overall,total
2111,0,overall,total
13615,0,overall,total
13288,1,overall,total
1189,1,overall,total
11002,1,overall,total
176,0,overall,total
382,0,overall,total
13869,1,overall,total
1260,0,overall,total
14158,0,overall,total
10103,0,overall,total
8311,1,overall,total
13606,1,overall,total
5037,1,overall,total
5912,0,overall,total
9329,0,overall,total
10174,1,overall,total
13355,1,overall,total
6910,0,overall,total
2247,0,overall,total
8355,0,overall,total
9311,1,overall,total
5048,0,overall,total
122,1,overall,total
5637,0,overall,total
4976,0,overall,total
4958,0,overall,total
829,0,overall,total
9348,1,overall,total
2591,1,overall,total
7319,0,overall,total
683,0,overall,total
5186,0,overall,total
3210,0,overall,total
1114,1,overall,total
1503,1,overall,total
13928,1,overall,total
8602,1,overall,total
2578,0,overall,total
2811,1,overall,total
13310,1,overall,total
1067,0,overall,total
8866,0,overall,total
6370,0,overall,total
13683,0,overall,total
3673,0,overall,total
2018,1,overall,total
213,1,overall,total
1481,0,overall,total
5899,1,overall,total
5679,0,overall,total
12412,0,overall,total
3155,0,overall,total
1266,1,overall,total
8371,1,overall,total
12872,1,overall,total
7844,0,overall,total
844,0,overall,total
3558,1,overall,total
981,0,overall,total
11178,1,overall,total
5413,0,overall,total
209,0,overall,total
705,0,overall,total
9042,1,overall,total
6379,1,overall,total
7818,0,overall,total
8882,0,overall,total
6967,1,overall,total
6895,1,overall,total
2152,1,overall,total
1157,0,overall,total
14246,1,overall,total
12200,0,overall,total
5404,0,overall,total
4612,0,overall,total
1575,1,overall,total
5329,0,overall,total
8732,0,overall,total
4973,0,overall,total
12899,0,overall,total
2281,1,overall,total
13723,1,overall,total
10814,0,overall,total
4662,0,overall,total
5406,0,overall,total
10163,0,overall,total
3031,0,overall,total
12285,1,overall,total
3616,1,overall,total
3052,0,overall,total
13468,1,overall,total
39,1,overall,total
9442,0,overall,total
975,1,overall,total
12144,0,overall,total
3621,0,overall,total
2347,1,overall,total
7596,1,overall,total
2348,0,overall,total
7932,1,overall,total
5954,0,overall,total
4715,1,overall,total
10476,1,overall,total
3597,0,overall,total
12741,1,overall,total
6235,0,overall,total
12270,0,overall,total
4890,0,overall,total
6834,0,overall,total
8597,0,overall,total
13274,1,overall,total
4304,1,overall,total
10967,1,overall,total
3562,0,overall,total
2067,0,overall,total
7538,0,overall,total
14173,1,overall,total
972,0,overall,total
13437,0,overall,total
606,0,overall,total
5470,0,overall,total
2672,1,overall,total
5342,0,overall,total
14088,0,overall,total
4063,0,overall,total
9477,1,overall,total
9588,1,overall,total
5145,0,overall,total
7274,0,overall,total
6642,1,overall,total
5774,1,overall,total
439,0,overall,total
7090,1,overall,total
3489,1,overall,total
6042,1,overall,total
5050,0,overall,total
7195,1,overall,total
1242,0,overall,total
5132,0,overall,total
12226,1,overall,total
4482,1,overall,total
3403,0,overall,total
2398,0,overall,total
11536,1,overall,total
1365,0,overall,total
10952,0,overall,total
183,1,overall,total
6680,1,overall,total
5669,0,overall,total
2239,0,overall,total
8423,0,overall,total
13623,0,overall,total
7431,0,overall,total
1454,1,overall,total
5736,0,overall,total
9771,0,overall,total
1485,1,overall,total
10226,1,overall,total
11891,0,overall,total
826,0,overall,total
3230,1,overall,total
5133,0,overall,total
8008,0,overall,total
4716,1,overall,total
8964,0,overall,total
4275,1,overall,total
2569,0,overall,total
417,0,overall,total
12845,1,overall,total
2288,0,overall,total
12417,0,overall,total
8272,0,overall,total
3318,0,overall,total
2313,0,overall,total
13805,0,overall,total
8636,1,overall,total
4318,1,overall,total
10634,1,overall,total
8870,1,overall,total
11810,0,overall,total
11316,1,overall,total
7478,0,overall,total
9664,0,overall,total
2117,0,overall,total
5083,0,overall,total
5720,0,overall,total
11765,1,overall,total
1350,1,overall,total
4643,0,overall,total
12542,0,overall,total
6603,1,overall,total
5125,0,overall,total
6772,1,overall,total
4407,1,overall,total
2873,0,overall,total
7616,1,overall,total
8083,0,overall,total
515,1,overall,total
14192,1,overall,total
9092,0,overall,total
897,0,overall,total
574,1,overall,total
3039,0,overall,total
4850,0,overall,total
4526,1,overall,total
13985,0,overall,total
858,0,overall,total
9202,0,overall,total
12840,1,overall,total
9642,1,overall,total
11311,0,overall,total
5198,1,overall,total
4862,1,overall,total
12610,1,overall,total
10685,1,overall,total
5459,0,overall,total
9164,0,overall,total
4046,0,overall,total
